t,u,w,q,theta,theta_deg,V,Q,alpha_raw_deg,alpha_deg,Cx,Cz,Cm,X_cfd,Z_cfd,M_cfd,M_damp,M_bg,M_cable,T,M_thruster
0.68,-0.23906255517317468,0.15943720129168473,1.1662054992157616,0.5558543275912913,31.848106995063258,0.2873519208943145,41.18486773213059,146.29961910350426,33.700380896495744,0.8319467534085144,-2.620336147103657,-0.3627933841103959,0.19442889466255697,-0.6123818124638326,-0.05299130952077019,-0.4909408897306274,0.5397288955732754,0.0,0.0,0.0
0.6900000000000001,-0.24631264396570296,0.1598065901899411,1.1658558094029101,0.56751485357321,32.51620592072984,0.29361209928323956,42.998901687676366,147.0246652399732,32.97533476002684,0.8400000098526641,-2.5337477682313003,-0.3503106001577393,0.20495770721046752,-0.618227532303736,-0.0534217682869779,-0.49064770959599213,0.5357828227886536,0.0,0.0,0.0
0.7000000000000001,-0.2536021617174143,0.1601044462611377,1.1652833561404192,0.5791707775552125,33.1840411712239,0.2999124707982832,44.8640541059394,147.73490965233862,32.265090347661385,0.847032816307725,-2.451064662127458,-0.3379652648531948,0.21563852495635663,-0.6239946766381208,-0.0537747252794681,-0.4901679534662452,0.5317655020074699,0.0,0.0,0.0
0.71,-0.2609276687551264,0.16033082025045065,1.1644972825889843,0.5908198864051423,33.85148594341337,0.3062502575413893,46.78023416799587,148.43074660739575,31.569253392604253,0.8526623756066475,-2.3710859315505526,-0.32604666357436984,0.22634301239084959,-0.6294152852738256,-0.05409408381079842,-0.48950955085323733,0.5276783482225974,0.0,0.0,0.0
0.72,-0.2682861023734179,0.16048628723909336,1.163504198943676,0.6024600637413775,34.518418977563485,0.3126232254943782,48.7474548229304,149.1125231266243,30.887476873375704,0.8565552342747991,-2.2927458136660315,-0.3148099088006447,0.23693810960763845,-0.634213460105452,-0.054426192915137644,-0.4886783925128339,0.5235228042370264,0.0,0.0,0.0
0.73,-0.2756748209004574,0.16057194761458046,1.1623079748249558,0.6140892824907259,35.18472413093556,0.3190297121574084,50.76585796176617,149.780540191129,30.219459808870965,0.8584231244953345,-2.215102096389881,-0.304478946016804,0.2472866885791511,-0.6381063681188918,-0.054819695085414996,-0.48767815405267345,0.5193003391713767,0.0,0.0,0.0
0.74,-0.2830917950070743,0.16058934705649341,1.1609094298112603,0.6257054853934232,35.850283531227724,0.32546874318182734,52.83576987772874,150.4350790622878,29.564920937712202,0.8584918180049171,-2.137594862185916,-0.29500522936242557,0.2573900775451989,-0.6408863728216689,-0.05527966113752103,-0.4865100416333849,0.5150124889612424,0.0,0.0,0.0
0.75,-0.2905337910073675,0.16054004065551528,1.1593153080144651,0.6373067231995784,36.51498549464803,0.3319382297518428,54.957126031075404,151.07630968500052,28.923690314999476,0.8581890428403505,-2.060918902057035,-0.28576610980251627,0.2676298674130916,-0.6427062395030674,-0.055698353057851514,-0.4851802849366882,0.5106608037186077,0.0,0.0,0.0
0.76,-0.2979972433689006,0.1604254378592284,1.1575326008573055,0.6488911113853387,37.17872204593331,0.33843563371457935,57.129659165868844,151.70440414047428,28.295595859525747,0.8576549524796131,-1.9855559042506874,-0.27684536570860696,0.278036513021869,-0.6436819824006879,-0.056092721135510254,-0.4836953727836992,0.5062468598174983,0.0,0.0,0.0
0.77,-0.30547860996868853,0.16024680797043747,1.1555666686258474,0.6604567902779513,37.841386633683555,0.34495828822209273,59.352994415520506,152.3195659116432,27.680434088356833,0.8569143808768052,-1.911886594421313,-0.2683691418297601,0.2886075353589329,-0.6439206649060154,-0.05649146396532913,-0.4820604812958045,0.5017722722176357,0.0,0.0,0.0
0.78,-0.312974372093197,0.16000528014716975,1.1534212404694875,0.6720019250557635,38.502874130361896,0.3515034100291279,61.62664873871647,152.9220268125635,27.0779731874365,0.8559902456865827,-1.8402401078183612,-0.2604468003902654,0.2993401469497947,-0.643532735417348,-0.05692397189562385,-0.4802794771388454,0.49723869241500146,0.0,0.0,0.0
