t,u,w,q,theta,theta_deg,V,Q,alpha_raw_deg,alpha_deg,Cx,Cz,Cm,X_cfd,Z_cfd,M_cfd,M_damp,M_bg,M_cable,T,M_thruster
0.79,-0.3204810344383431,0.1597018434026749,1.151098414400953,0.6835247057482222,39.16308083229461,0.3580681111477018,63.95003063471811,153.5120441362472,26.487955863752802,0.8549036252592956,-1.770898246723657,-0.2531723678295076,0.31023123086072296,-0.6426314342082066,-0.057420196975309465,-0.47835492413970215,0.4926478063797827,0.0,0.0,0.0
0.8,-0.3279951251094946,0.159337346605425,1.1485986572963023,0.6950233472358749,39.82190445967114,0.36464940987042654,66.32244012963623,154.08989801516557,25.910101984834455,0.8536738430407445,-1.704099690843645,-0.246625963168614,0.32127732219344035,-0.6413322721412996,-0.058010540029519636,-0.4762880931228241,0.48800133248495653,0.0,0.0,0.0
0.81,-0.3355131784547299,0.15891249592113071,1.1459207964733484,0.7064960890944614,40.479244147611226,0.3712442245701323,68.74306287485899,154.65588821048198,25.344111789518024,0.8523185589957024,-1.6400441991251533,-0.24087519915954692,0.332474563054163,-0.6397525581704474,-0.05872575147072934,-0.47407896794155807,0.4833010194930308,0.0,0.0,0.0
0.8200000000000001,-0.34303104215692065,0.15842775455232644,1.143061684575849,0.7179411512807946,41.134997907152886,0.37784871217956434,71.21071706056145,155.2103018146951,24.78969818530493,0.8505616269211045,-1.5787909739049761,-0.23595379848443465,0.34369937700071285,-0.6379660884887552,-0.05959090071580894,-0.47172598620074335,0.47854866300217996,0.0,0.0,0.0
0.8300000000000001,-0.350548839985652,0.15788414790603097,1.1400196823513944,0.7293566926078897,41.78906024605261,0.38446312355712314,73.72569008367869,155.75361303550918,24.246386964490853,0.8457394046551499,-1.5193598625210587,-0.2316283855232007,0.3538205166716162,-0.6356339655079868,-0.06056451504929603,-0.4692289173493818,0.47374612215656037,0.0,0.0,0.0
0.84,-0.3580681936610017,0.15728293201099483,1.1367948714712108,0.7407408842407908,42.441326379785984,0.39108918677665816,76.28885256473329,156.28631908886092,23.71368091113908,0.8378637913141034,-1.461562250204691,-0.22774698700773288,0.36271215178112887,-0.6327118968852482,-0.061619949876998814,-0.46658902334350516,0.46889528833140454,0.0,0.0,0.0
0.85,-0.3655900959553396,0.1566252853280305,1.1333881965954988,0.7520919154605923,43.09169256180184,0.3977280456099637,78.90088935627686,156.80884885283706,23.19115114716294,0.8276855453370038,-1.405484707229015,-0.22421852461870165,0.37057393541254247,-0.6292679654178756,-0.06274238260566943,-0.4638083405568955,0.4639980807977295,0.0,0.0,0.0
0.86,-0.37311491069332714,0.1559123087500125,1.129801465373432,0.7634079936644392,43.740056083522255,0.4043802475411586,81.56227553320288,157.3215726999635,22.678427300036503,0.8158794764035456,-1.351204073140003,-0.2209612851061568,0.3776095267812384,-0.625371204203343,-0.06391652253720943,-0.46088966858629177,0.45905644473156254,0.0,0.0,0.0
0.87,-0.3806423727519178,0.1551450256018774,1.1260373484431587,0.7746873443655271,44.38631527434252,0.41104573334754024,84.27325244512411,157.82481119623552,22.175188803764513,0.8030527510077454,-1.2987880465498005,-0.21790187679364978,0.3840267084969177,-0.6210915757722756,-0.06512659069979883,-0.45783655738834556,0.45407234922518447,0.0,0.0,0.0
0.88,-0.3881715880603569,0.15432438164062381,1.1220993794318,0.7859282111931016,45.03036950163115,0.41772382808030034,87.03380381984225,158.318842801852,21.681157198147957,0.7897517239641242,-1.248295624428522,-0.21497436629821118,0.39003730571274015,-0.616499904097988,-0.06635631496898362,-0.45465329278741934,0.449047785303233,0.0,0.0,0.0
0.89,-0.39570103360018166,0.15345124505531232,1.1179919549554511,0.7971288558924592,45.672119170729914,0.42441323330131636,89.84363192096154,158.8039106883667,21.196089311633273,0.7764676143743625,-1.1997774426370078,-0.21211955738280655,0.3958569250041826,-0.6116677635220502,-0.06758893912985664,-0.45134488041199666,0.44398476394645725,0.0,0.0,0.0
0.9,-0.40322836140323,0.15252637150248366,1.1137206062376614,0.8082875630212439,46.31146599403183,0.43111182475507154,92.70204961588523,159.28022390074187,20.719776099258127,0.7636414096561593,-1.1532765265944476,-0.20928441071615445,0.40170423226804136,-0.6066670244047827,-0.06880719182241588,-0.44791724568673963,0.4388853119681274,0.0,0.0,0.0
0.91,-0.4107492897117174,0.151550224379569,1.1092930656415343,0.8194027277351392,46.94831802073076,0.4378155427896297,95.6074680069138,159.74793594396235,20.252064056037625,0.7516685610191819,-1.1088309828470861,-0.20642169356432566,0.40779866826539707,-0.6015680601611777,-0.06999302626685863,-0.4443780614151159,0.4337514291883292,0.0,0.0,0.0
0.92,-0.4182617085865814,0.15052371131786707,1.1047132346923825,0.8304728299637311,47.58258815720744,0.4445224904756462,98.55914877112058,160.20724842386474,19.792751576135288,0.7407011962913673,-1.0663904464983054,-0.20351716843651252,0.41425483915659295,-0.5964043329538651,-0.07113864900785576,-0.4407319129450212,0.428585096406683,0.0,0.0,0.0
0.93,-0.4257641129020376,0.14944785899182364,1.0999842940305253,0.8414963792320492,48.2141910055366,0.4512313623768842,101.55656911540184,160.65836893300246,19.341631066997536,0.7295598756771842,-1.0254212670950067,-0.20073734103888977,0.4204327724993735,-0.5909325891920852,-0.07230091700732157,-0.4369828148320096,0.42338829813523715,0.0,0.0,0.0
0.9400000000000001,-0.4332549819974213,0.14832369785489208,1.0951096665466147,0.8524719179685598,48.843043053021006,0.4579408245296931,104.59915828586642,161.1014959236751,18.89850407632491,0.7181188302128538,-0.9858047817095223,-0.19808666274045064,0.4262379406377924,-0.585122381350465,-0.07348370461306222,-0.43313497779904087,0.41816301898031577,0.0,0.0,0.0
0.9500000000000001,-0.4407327796771879,0.14715226213953359,1.0900930173816348,0.863398021505165,49.46906267219144,0.46464951451041314,107.68629662793857,161.53681929883757,18.4631807011624,0.7065193621252479,-0.9475274269814595,-0.19553186412880644,0.4317298829713663,-0.5790016906717789,-0.07467678288707122,-0.42919280102487567,0.4129112415694787,0.0,0.0,0.0
0.96,-0.4481959542109122,0.14593458985721697,1.084938253926902,0.8742732980772032,50.092170120806735,0.4713560415310535,110.8173146803479,161.96452095418078,18.035479045819216,0.6948892379295782,-0.9105741502697047,-0.19304283073910442,0.43696918141812197,-0.5725989400114703,-0.07586979615092641,-0.4251608641436384,0.4076349445221451,0.0,0.0,0.0
0.97,-0.45564293833328945,0.14467172279841878,1.0796495258240646,0.8850963888234493,50.71228754185373,0.4780589865596675,113.99149230397634,162.38477527587702,17.61522472412298,0.6833437622409461,-0.8749285765759297,-0.19059235268665592,0.44201730665444783,-0.5659429328290854,-0.07705228599659913,-0.42104391897779886,0.40233610046585305,0.0,0.0,0.0
0.98,-0.46307214924413415,0.14336470653262323,1.0742312249651038,0.8958659677861144,51.32933896354732,0.4847569024622206,117.20805784653925,162.7977495980303,17.202250401969707,0.6719867606362984,-0.8405731603404879,-0.18815589552137094,0.44693646203340076,-0.5590627916643498,-0.07821371563873902,-0.4168468810282968,0.3970166740999835,0.0,0.0,0.0
0.99,-0.4704819886083808,0.14201459040832234,1.0686879854923323,0.9065807419108454,51.94325029933039,0.4914483141630869,120.46618734409046,163.2036046234715,16.796395376528494,0.6609114804486989,-0.8074893236279495,-0.18571139023432287,0.4517894255644302,-0.5519878962060172,-0.07934349454954082,-0.41257482074700463,0.391678620308631,0.0,0.0,0.0
1.0,-0.4778708425560838,0.14062242755301577,1.0630246837983959,0.9172394510467257,52.55394934787386,0.49813171882160306,123.76500376034564,163.60249481117606,16.39750518882397,0.6502014173694398,-0.7756575820397349,-0.18323904058087678,0.45663939032247586,-0.5447478210592377,-0.0804310033195682,-0.40823295461819376,0.3863238823241622,0.0,0.0,0.0
1.01,-0.4852371890497248,0.1391891260430079,1.0572460569033222,0.9278408798339537,53.16136647419052,0.5048056481909594,127.10360757133508,163.9945883308678,16.005411669132172,0.6399305692906365,-0.745056147496601,-0.18072101772474816,0.4615495526857268,-0.5373713151162611,-0.08146558089128789,-0.4038263458523711,0.38095438389776914,0.0,0.0,0.0
1.02,-0.4925788255427329,0.13771548326989505,1.0513579410117955,0.9383839276871528,53.765438619383296,0.5114679400561866,130.4807063188658,164.38003887593285,15.619961124067117,0.6301649369502065,-0.7156633587523648,-0.1781414639260153,0.46658216526788343,-0.5298862884145985,-0.08243638400135872,-0.3993608399191711,0.37557199146459924,0.0,0.0,0.0
1.03,-0.49989278913816204,0.1362026592768958,1.0453679588394624,0.9488675776328396,54.3661075151637,0.5181157834175959,133.89461509786486,164.7589361756021,15.241063824397884,0.6209643324610857,-0.6874613613145316,-0.1754867067217965,0.4717993812237124,-0.5223228258504409,-0.0833326039397754,-0.39484355399649296,0.37017852696914827,0.0,0.0,0.0
1.04,-0.5071763224405605,0.13465183348920784,1.039283467644838,0.9592908710974997,54.963318239315015,0.5247465467312165,137.3436689279038,165.13137541952432,14.868624580475682,0.6123875331441357,-0.660392440864432,-0.1727421973417682,0.4772682959235292,-0.5146812399558819,-0.08414236257401389,-0.3902812994558112,0.3647757784632503,0.0,0.0,0.0
1.05,-0.5144268931344409,0.13306419328026656,1.0331115117651692,0.9696529079027043,55.55701921541247,0.5313577965112412,140.82623897554052,165.4974576990328,14.502542300967207,0.6044998779626836,-0.6340205464792784,-0.1698797583277803,0.48306703153654657,-0.5066575436758496,-0.08484628529839486,-0.38568054709918287,0.3593654981788613,0.0,0.0,0.0
1.06,-0.5216421939842796,0.131440933971745,1.0268588226164366,0.9799528462651107,56.14716221282324,0.5379473000844017,144.34074102454244,165.85728870046125,14.142711299538746,0.5972025025537391,-0.60827902815014,-0.16691498157770682,0.4891455984139239,-0.498217954470756,-0.08544602563509186,-0.38104742937868463,0.35394940068447067,0.0,0.0,0.0
1.07,-0.5288201428345172,0.12978325883355377,1.0205318186933519,0.990189902796462,56.73370234670651,0.5445130280727692,147.88564390366307,166.21097753467265,13.78902246532732,0.5903733427184942,-0.5832263874942268,-0.16387223104872248,0.49542778159019724,-0.489430220528956,-0.08594863836380151,-0.37638774325009233,0.3485291611276429,0.0,0.0,0.0
1.08,-0.5359588826095582,0.1280923790838411,1.0141366055693606,1.000363352503587,57.31659807801338,0.5510531566259689,151.45947785417152,166.55863569050064,13.441364309499363,0.5839009966415566,-0.558913687514922,-0.160773764973176,0.5018376862264236,-0.48036217330683784,-0.08636131669164894,-0.3717069536080131,0.3431064135635252,0.0,0.0,0.0
1.09,-0.5430567813137714,0.12636951388899287,1.0076789758966396,1.0104725287884009,57.895811213486944,0.5575660694226414,155.06084282110666,166.90037610068956,13.099623899310473,0.577684021424059,-0.5353851694731206,-0.15763987662217338,0.508299983737134,-0.47108153046269496,-0.08669136559923447,-0.3670101972521268,0.3376827493689593,0.0,0.0,0.0
1.1,-0.5501124320314896,0.12461589036363259,1.0011644094060994,1.0205168234479036,58.471306905662246,0.5640503594597925,158.6884166539964,167.23631230978364,12.76368769021633,0.5716302553806748,-0.512678833241075,-0.15448903012858786,0.5147401377323937,-0.4616557132009277,-0.08694617707207443,-0.362302287336658,0.3322597157416551,0.0,0.0,0.0
1.11,-0.5571246575171224,0.12283274254354991,0.9945980694013589,1.0304956865229673,59.04305364420233,0.5705048349088209,162.34096562973554,167.56655793423394,12.43344206576603,0.5656561666474009,-0.4908269670219771,-0.15133798862644288,0.5210846155634831,-0.4521516718092558,-0.08713320727474463,-0.3575877157485914,0.32683881436609874,0.0,0.0,0.0
1.12,-0.5640931472583286,0.1210210434087632,0.9879840390914789,1.040408608819145,59.61102225441446,0.5769290872642426,166.01767873984943,167.89126527540282,12.108734724597184,0.5596855070362529,-0.4698541505852635,-0.14820155680846775,0.5272614245423043,-0.44263423949738545,-0.08725990196709532,-0.3528701155788244,0.32142150966314453,0.0,0.0,0.0
1.1300000000000001,-0.5710174382760411,0.11918143440070907,0.9813254847450212,1.0502551507251827,60.17518754842911,0.5833224915268936,169.71761123560822,168.21060733339615,11.789392666603817,0.5536489436998004,-0.44977915589340933,-0.1450928570363467,0.5331985828779428,-0.43316547653424087,-0.08733343872258872,-0.3481524002545346,0.3160092119303208,0.0,0.0,0.0
1.1400000000000001,-0.5778969997818699,0.11731454281645066,0.9746254031268309,1.0600349094712411,60.73552644923441,0.5896843599020746,173.43976829431986,168.52474874522133,11.475251254778641,0.5474839167552954,-0.43061735818464764,-0.1420237323285478,0.5388248920678532,-0.4238066990561374,-0.08736092502102628,-0.34343730840286546,0.31060329413640697,0.0,0.0,0.0
1.1500000000000001,-0.5847318474528002,0.11542093364311724,0.9678863580156227,1.069747493871994,61.29201654356215,0.5960145345112094,177.1834556340442,168.8338624368752,11.166137563124835,0.541133689433716,-0.4123801490944595,-0.13900470425438466,0.5440707028121596,-0.41461835018698895,-0.08734947182948315,-0.338727223448226,0.3052051052248004,0.0,0.0,0.0
1.16,-0.5915225434311919,0.11350110955790416,0.961110480203981,1.0793925243266278,61.84463608188781,0.6023133912326553,180.94829868586646,169.13812790843716,10.861872091562873,0.5345467506069141,-0.39507554692291924,-0.1360451027343935,0.5488678572253571,-0.4056600636623792,-0.0873061897054027,-0.3340241832564624,0.2998159697651095,0.0,0.0,0.0
1.17,-0.598270196324781,0.11155551092807271,0.954299467498359,1.0889696328188436,62.39336397843068,0.6085818431640195,184.73426143139628,169.4377296894669,10.562270310533108,0.5276762420122534,-0.37870876137595055,-0.13315319077292606,0.5531495838437643,-0.3969907626582704,-0.0872381895841104,-0.329329890000705,0.29443718763147436,0.0,0.0,0.0
1.18,-0.6049764612066774,0.10958451581095041,0.9474545847190802,1.0984784629168538,62.93817981115363,0.6148213437411513,188.5416649151218,169.73285594615808,10.26714405384189,0.520479414948197,-0.36328271267961665,-0.1303362832205314,0.5568503486418414,-0.3886687915051023,-0.08715258791653929,-0.3246457202257671,0.28907003370721546,0.0,0.0,0.0
1.19,-0.6116435396153668,0.10758843995393078,0.9405766637003369,1.107918669773385,63.479063821763326,0.6210338895462432,192.37120545181642,170.02369722307472,9.976302776925309,0.5129132404977628,-0.3487975851050529,-0.12760092718058796,0.5599014303621345,-0.38075107325686064,-0.08705656240055841,-0.31997273509266927,0.2837157576153812,0.0,0.0,0.0
1.2,-0.6182741795547096,0.10556753679447342,0.9336661032901914,1.1172899201256763,64.0159969157101,0.627222022834739,196.22397255975068,170.31044530366012,9.689554696339883,0.5043391891016232,-0.3350850521364539,-0.12496012298263728,0.5615680357578992,-0.3731081355690271,-0.08696232159802143,-0.31531169078956583,0.2783755834747557,0.0,0.0,0.0
1.21,-0.6248716755436168,0.10352199747435588,0.9267228693676309,1.1265918922955107,64.54896066218977,0.6333888338593976,200.10146669346474,170.5932921745082,9.406707825491821,0.49449763970327987,-0.32198351003334263,-0.12240873913439475,0.5614900895661543,-0.3656044748685322,-0.08687009853764556,-0.3106630491114212,0.2730507096808424,0.0,0.0,0.0
1.22,-0.6314408673493729,0.10145230170342145,0.9197470567799164,1.135824269241315,65.07793689605823,0.6395390046587076,204.00628137604906,170.87241223945608,9.127587760543918,0.48363964851273894,-0.30944302705763327,-0.11993113278244576,0.5598775285303016,-0.3582216589205043,-0.08677269639513763,-0.3060273602057234,0.26774231271489574,0.0,0.0,0.0
1.23,-0.6379868931556805,0.09935919759608944,0.9127395220527149,1.144986719492345,65.60290662544084,0.6456775712268287,207.94135402074906,171.1479447751388,8.852055224861203,0.4719982873799836,-0.29741833491565867,-0.11751303895999717,0.5569406158918117,-0.35094269418840407,-0.08666316441659346,-0.301405675048458,0.26245155809024373,0.0,0.0,0.0
1.24,-0.6445134298676208,0.09724326278997704,0.90570135034885,1.15407892529985,66.12385164467521,0.6518081109021007,211.90879749339524,171.42001024454916,8.57998975545081,0.4597901160794445,-0.285867701109155,-0.11514131627419734,0.5528867963568965,-0.34374918451018327,-0.08653420231438504,-0.29679917869187356,0.2571795841517861,0.0,0.0,0.0
1.25,-0.6510234667266612,0.09510510018777218,0.8986340101900078,1.163100591397066,66.64075503622195,0.657933533353124,215.91037422167147,171.6887073336445,8.311292666355484,0.4472169504039162,-0.27475275454461195,-0.11280388707070764,0.5479227921163505,-0.3366225190609945,-0.08637840748983268,-0.2922092843792803,0.25192749679602666,0.0,0.0,0.0
1.26,-0.6575193053106554,0.09294533795723361,0.8915393534567361,1.1720514449992172,67.15360117066469,0.6640560764756176,219.94747286063287,171.9541155029131,8.045884497086888,0.4344671131186652,-0.2640381104457211,-0.11048964544585008,0.5422548997965058,-0.3295438361133167,-0.08618827209630883,-0.28763762357206324,0.2466963692282037,0.0,0.0,0.0
1.27,-0.664002559533843,0.09076462953119077,0.8844196153884449,1.1809312358035144,67.66237570671,0.6701773026904366,224.02108519673254,172.21629734287293,7.783702657127037,0.4217164158025383,-0.2536910535998979,-0.10818838164178766,0.5360891330337677,-0.3224940075523941,-0.08595618635140649,-0.2830860358771126,0.24148724175229902,0.0,0.0,0.0
1.28,-0.6704741556468506,0.08856365360754387,0.8772774145834068,1.1897397359891564,68.16706559118748,0.6762980956136683,228.13178323565484,172.47530075058327,7.524699249416699,0.4091289241492959,-0.24368127086828736,-0.10589071971947962,0.5296312224934375,-0.31545364253354424,-0.08567444762728477,-0.2785565588924658,0.23630112159302907,0.0,0.0,0.0
1.29,-0.6769343322366906,0.08634311414926389,0.8701157529987559,1.1984767402173286,68.6676590590497,0.6824186570733006,232.27969643577882,172.73116094153215,7.268839058467847,0.3968575515503647,-0.23398062518868262,-0.1035880658695554,0.5230864843676211,-0.308403108777819,-0.08533527487770173,-0.2740514179926347,0.23113898274890773,0.0,0.0,0.0
1.3,-0.683382640226762,0.08410374038439257,0.8629380159504889,1.2071420656312046,69.16414563337226,0.688538504449784,236.46448906563458,172.98390230904974,7.016097690950232,0.3850445192092601,-0.22456296439139806,-0.10127256511548675,0.5166595677980318,-0.3013225700866287,-0.08493082798227224,-0.26957301607878176,0.2260017658754468,0.0,0.0,0.0
1.31,-0.6898179428768497,0.08184628680604239,0.8557479721134644,1.215735551855945,69.65651612535368,0.6946564683199787,240.68533768024318,173.23354014161956,6.766459858380472,0.3738217154007337,-0.21540395907162688,-0.09893706450099696,0.5105540912315826,-0.2941920387198662,-0.08445323160480016,-0.265123923322584,0.220890378197548,0.0,0.0,0.0
1.32,-0.6962385499717711,0.07957152829184566,0.8485497553178996,1.2242570625850904,70.14476272520916,0.7007708231522589,244.94100153979116,173.4800838492888,6.519916150711197,0.36331091378338387,-0.20648090548226716,-0.09657506521073567,0.5049722744800438,-0.2869914679751304,-0.0838946211209203,-0.2607068558129502,0.21580569250207238,0.0,0.0,0.0
1.33,-0.7026445301735604,0.0772801820801075,0.841347483855279,1.232706542073275,70.62888223896451,0.7068815758846443,249.23141949732354,173.72356489967416,6.276435100325841,0.35362302393861145,-0.1977716683735734,-0.09418042789019797,0.5001162026822996,-0.2797012894791178,-0.08324747466743118,-0.256324435195763,0.21074851322872729,0.0,0.0,0.0
1.34,-0.70903091859751,0.07497316744931148,0.8341460531774011,1.2410839884500198,71.10887455944913,0.7129837441096475,253.55298195559052,173.96395472531623,6.036045274683772,0.34486169754437174,-0.1892575645459387,-0.09174816116276818,0.4961823189652083,-0.2723012092290388,-0.08250375384301457,-0.251979665101194,0.20571959200127554,0.0,0.0,0.0
1.35,-0.7153913389267925,0.07265146420449939,0.8269507660997484,1.2493894405068469,71.58474190925358,0.7190709304808022,257.9009431990286,174.20121588483298,5.798784115166995,0.3371210130226335,-0.1809214362377686,-0.08927394964278061,0.49336274762088617,-0.26477108645787617,-0.08165547271109631,-0.24767569081308138,0.2007196353812301,0.0,0.0,0.0
1.36,-0.7217202030927037,0.07031603054177718,0.8197670591955709,1.2576229926191218,72.05648969568796,0.7251375012391275,262.2709550011026,174.43532780524788,5.56467219475212,0.3304847842276356,-0.17274672706962133,-0.08675387685005034,0.49184613956517315,-0.2570914453150396,-0.08069501505328609,-0.24341562735631922,0.19574929579338193,0.0,0.0,0.0
1.37,-0.7280127112746616,0.06796780304831496,0.8126005027958866,1.265784794746052,72.52412651078197,0.7311785896952251,266.65909332677916,174.66628458446294,5.333715415537085,0.32502717134873993,-0.16471755400357202,-0.08418440940172714,0.49181714766913953,-0.24924352399496186,-0.07961514405541915,-0.23920255639855395,0.190809171390057,0.0,0.0,0.0
1.3800000000000001,-0.7342648519002074,0.0656076967023469,0.8054568009894806,1.2738750524306879,72.98766413128487,0.7371900993655711,271.06188494995644,174.89409295280126,5.105907047198741,0.32081333288601216,-0.15681875645074325,-0.08156237810126739,0.49345603355462014,-0.24120930651172995,-0.07840900661583844,-0.23503952338550183,0.18589980596220562,0.0,0.0,0.0
1.3900000000000001,-0.7404734016450051,0.06323660487317136,0.7983417916229064,1.281894026799922,73.44711751866556,0.7431687067817176,275.47633385304636,175.11877038702985,4.8812296129701735,0.31772567273901325,-0.14904512930245126,-0.07888460157659517,0.49666573939449915,-0.2329859237058156,-0.07706978521582757,-0.230929534928564,0.18102168889517953,0.0,0.0,0.0
1.4000000000000001,-0.7466359254328412,0.060855399321150805,0.7912614463004847,1.28984203456449,73.90250481911254,0.7491118639919487,279.8999472976147,175.34034336923673,4.659656630763266,0.3148682654834976,-0.14143629186789383,-0.0761498547702832,0.500102826134457,-0.2246421663755084,-0.07559264015116947,-0.22687555646385874,0.1761752551670543,0.0,0.0,0.0
1.41,-0.7527507764356252,0.058464930197711866,0.7842218703843042,1.2977194480189698,74.35384736353379,0.7550178007752266,284.330761476695,175.55884578227534,4.441154217724659,0.31211012419689915,-0.13399651039411403,-0.07336313150952276,0.503569368895118,-0.21619464715198916,-0.07397914824431014,-0.222880510202244,0.17136088538737088,0.0,0.0,0.0
1.42,-0.7588170960733893,0.05606602604534518,0.777229302994221,1.3055266950417823,74.80116966755702,0.7608855265871264,288.76736668110146,175.7743174331327,4.225682566867306,0.3094548311895498,-0.1267230239516906,-0.07052965434028087,0.5070759115972127,-0.20764966778398422,-0.07223164167399894,-0.21894727339034722,0.16657890587417953,0.0,0.0,0.0
1.43,-0.7648348118998686,0.05365949345724343,0.7702901131248194,1.313264259127447,75.24449943337761,0.7667148301239486,293.20893030231997,175.98680270979,4.013197290209973,0.30690544994244273,-0.11961289884426816,-0.06765430254069059,0.5106336073086021,-0.19901362464870614,-0.07035261300096504,-0.21507867474792475,0.16182958874748568,0.0,0.0,0.0
1.44,-0.770804012903633,0.051246037956963066,0.7634098477810508,1.3209326938605614,75.6838683790566,0.7725056522218012,297.65473646089475,176.19635211836695,3.8036478816330828,0.3044645447397429,-0.112662988813991,-0.0647415936926071,0.5142533433067404,-0.1902924976504235,-0.06834453629873641,-0.21127696989831468,0.1571131431654958,0.0,0.0,0.0
1.45,-0.7767245032617212,0.048826285817211344,0.7565933006466048,1.3285326317074182,76.11931274224324,0.7782576438133271,302.1038472680281,176.40301820788432,3.5969817921156846,0.3021342663748373,-0.1058700814916111,-0.06179574353284483,0.5179452322323318,-0.18149184004371913,-0.06620982435872622,-0.2075439014436349,0.15242970999593233,0.0,0.0,0.0
1.46,-0.782596210818723,0.04640085824881654,0.7498453938669019,1.3360647488154584,76.55087126333223,0.7839705790615168,306.5554176819819,176.60685225388642,3.393147746113584,0.2999164205435487,-0.09923101281546945,-0.05882072354152268,0.5217192247546314,-0.1726171810929117,-0.06395094637943835,-0.20388119610789218,0.1477793836532832,0.0,0.0,0.0
1.47,-0.7884190436680294,0.043970340993833186,0.7431708547335211,1.3435297616866622,76.97858499486303,0.7896442105819076,311.00858508699895,176.80790578860524,3.1920942113947604,0.29781247735738064,-0.09274261961116605,-0.05582025175019273,0.5255848850150789,-0.1636738644964094,-0.06157037319668633,-0.20029039077011504,0.14316221447744917,0.0,0.0,0.0
1.48,-0.7941928901518325,0.041535284325542085,0.7365742156842006,1.3509284271775492,77.40249730151994,0.7952782699230027,315.46246915715915,177.0062306403669,2.99376935963312,0.29582359784655027,-0.08640174212745821,-0.05279780295151204,0.5295513911996786,-0.1546670484665155,-0.05907057070664009,-0.1967728395724139,0.13857820908818713,0.0,0.0,0.0
1.49,-0.7999176188611254,0.03909620304845033,0.7300598143028372,1.3582615424991789,77.82265386013205,0.800872468035491,319.91617174071445,177.20187897021086,2.798121029789172,0.29395065940438175,-0.08020522652287335,-0.04975661848386002,0.5336275379069068,-0.14560170622984714,-0.05645399356714226,-0.19332972102818566,0.1340273307537956,0.0,0.0,0.0
1.5,-0.8055930786357027,0.036653576498291235,0.7236317933194866,1.3655299452171499,78.23910265967321,0.8064264957303087,324.3687767642999,177.39490330598588,2.6050966940141507,0.2921942802182806,-0.07414992729783651,-0.046699715613404656,0.5378217402540697,-0.1364826269331613,-0.053723079174001785,-0.18996204510832781,0.12950949977278498,0.0,0.0,0.0
1.51,-0.81121909856416,0.03420784854202441,0.7172941006103632,1.372734513251601,78.65189400126211,0.8119400241256262,328.8193501564745,177.58535657416795,2.4146434258320824,0.29055484272995874,-0.06823270966794372,-0.04362989653397492,0.542142039664738,-0.12731441693990636,-0.05088024190856945,-0.1866706602842792,0.1250245938673252,0.0,0.0,0.0
1.52,-0.816795487983894,0.03175942757783576,0.7110504891978408,1.3798761648772093,79.06108049816221,0.8174127050828849,333.2669397900992,177.773292129627,2.226707870372991,0.28903251616549036,-0.06245045187487729,-0.040549757003245084,0.5465961112800016,-0.11810150150352687,-0.04792786765259703,-0.18345626050765582,0.12057244858731646,0.0,0.0,0.0
1.53,-0.8223220364811027,0.029308686535137404,0.7049045172504511,1.3869558587231927,79.4667170757818,0.822844171632055,337.71057544312447,177.95876378355442,2.0412362164455544,0.28762727817403877,-0.056800047432225304,-0.03746169463208489,0.5511912729367323,-0.10884812680420125,-0.04486830856610352,-0.18031939210720063,0.11615285772397665,0.0,0.0,0.0
1.54,-0.8277985130235466,0.026855963525798367,0.6988595576533172,1.3939745918525877,79.86886086162478,0.8282340375406542,342.14926807870944,178.14182578277473,1.8581742172252689,0.2863389359303811,-0.051278408713935124,-0.03436791764208261,0.5559344951383424,-0.09955836487012107,-0.04170387900886262,-0.17726046540692625,0.11176557493327,0.0,0.0,0.0
